HCPCS,LongDesc,SimCode,Sim_LongDesc
C9036,"Injection, patisiran, 0.1 mg",J1322,"INJECTION, ELOSULFASE ALFA, 1 MG"
C9037,"Injection, risperidone (perseris), 0.5 mg",J2794,"INJECTION, RISPERIDONE, LONG ACTING, 0.5 MG"
C9038,"Injection, mogamulizumab-kpkc, 1 mg",J9295,"INJECTION, NECITUMUMAB, 1 MG"
C9039,"Injection, plazomicin, 5 mg",J0878,"INJECTION, DAPTOMYCIN, 1 MG"
C9407,"Iodine i-131 iobenguane, diagnostic, 1 millicurie",A9508,"IODINE I-131 IOBENGUANE SULFATE, DIAGNOSTIC, PER 0.5 MILLICURIE"
C9408,"Iodine i-131 iobenguane, therapeutic, 1 millicurie",A9508,"IODINE I-131 IOBENGUANE SULFATE, DIAGNOSTIC, PER 0.5 MILLICURIE"
C9488,NULL,J1940,"INJECTION, FUROSEMIDE, UP TO 20 MG"
C9738,NULL,52000,Cystourethroscopy (separate procedure)
C9745,NULL,0407T,"Nasal endoscopy, surgical, ethmoid sinus, placement of drug eluting implant; with biopsy, polypectomy or debridement"
C9746,NULL,53431,"Urethroplasty with tubularization of posterior urethra and/or lower bladder for incontinence (eg, Tenago, Leadbetter procedure)"
C9747,NULL,0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)"
C9748,NULL,55801,"Prostatectomy, perineal, subtotal (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy)"
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode),33227,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode),33212,Insertion of pacemaker pulse generator only; with existing single lead
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode),76000,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode),33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)",97020,"APPLICATION, MODALITY TO 1+ AREAS; MICROWAVE"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)",31627,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with computer-assisted, image-guided navigation (List separately in addition to code for primary procedure[s])"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)",76376,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)",31641,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with destruction of tumor or relief of stenosis by any method other than excision (eg, laser therapy, cryotherapy)"
C9751,"Bronchoscopy, rigid or flexible, transbronchial ablation of lesion(s) by microwave energy, including  fluoroscopic guidance, when performed, with computed tomography acquisition(s) and 3-d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]) and all mediastinal and/or hilar lymph node stations or structures and therapeutic intervention(s)",31652,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), one or two mediastinal and/or hilar lymph node stations or structures"
